drug_code,drug_name,side_effect_code,side_effect_name
CID000002244,Aspirin,C1328320,Multiple Drug Overdose
CID000002244,Aspirin,C0151814,Coronary Artery Occlusion
CID000002244,Aspirin,C0857177,Arthralgia
CID000002244,Aspirin,C0040441,Tooth Fracture
CID000002244,Aspirin,C1096124,Meniscus Lesion
CID000002244,Aspirin,C0042023,Pollakiuria
CID000002244,Aspirin,C0006131,Branchial Cleft Cyst
CID000002244,Aspirin,C0948824,Haemorrhagic Anaemia
CID000002244,Aspirin,C0007194,Hypertrophic Cardiomyopathy
CID000002244,Aspirin,C0155966,Diverticulum
CID000002244,Aspirin,C0022363,Jaw Fracture
CID000002244,Aspirin,C1112423,Post Procedural Bile Leak
CID000002244,Aspirin,C0234458,Abnormal Dreams
CID000002244,Aspirin,C1608985,High Frequency Ablation
CID000002244,Aspirin,C1535881,Oral Intake Reduced
CID000002244,Aspirin,C0521849,Drug Interaction
CID000002244,Aspirin,C1283787,Allergic Transfusion Reaction
CID000002244,Aspirin,C0855790,Mean Cell Volume Decreased
CID000002244,Aspirin,C0852909,Blood Bicarbonate Decreased
CID000002244,Aspirin,C0007775,Cerebral Atherosclerosis
CID000002244,Aspirin,C0729958,Lung Transplant
CID000002244,Aspirin,C0005778,Coagulopathy
CID000002244,Aspirin,C0029453,Osteopenia
CID000002244,Aspirin,C0877302,Insulin-Requiring Type 2 Diabetes Mellitus
CID000002244,Aspirin,C1096117,Off Label Use
CID000002244,Aspirin,C0012797,Polyuria
CID000002244,Aspirin,C0264879,Heart Valve Incompetence
CID000002244,Aspirin,C0393760,Initial Insomnia
CID000002244,Aspirin,C0040809,Refusal Of Treatment By Patient
CID000002244,Aspirin,C0152255,Pinguecula
CID000002244,Aspirin,C1696943,Hypoaesthesia Facial
CID000002244,Aspirin,C0042018,Calculus Urinary
CID000002244,Aspirin,C0014068,Encephalomalacia
CID000002244,Aspirin,C0242698,Left Ventricular Dysfunction
CID000002244,Aspirin,C0007273,Carotid Artery Disease
CID000002244,Aspirin,C0220870,Dizziness
CID000002244,Aspirin,C0521232,Arterial Stent Insertion
CID000002244,Aspirin,C0497209,Conjunctivitis Infective
CID000002244,Aspirin,C0855708,Paracentesis
CID000002244,Aspirin,C0034935,Extensor Plantar Response
CID000002244,Aspirin,C0949690,Spinal Osteoarthritis
CID000002244,Aspirin,C0948353,Markedly Reduced Dietary Intake
CID000002244,Aspirin,C0392176,Epigastric Discomfort
CID000002244,Aspirin,C1869050,Anticholinergic Syndrome
CID000002244,Aspirin,C0740307,Biopsy Liver Abnormal
CID000002244,Aspirin,C0236650,Vascular Dementia
CID000002244,Aspirin,C0234131,Motor Dysfunction
CID000002244,Aspirin,C0520803,Overdose
CID000002244,Aspirin,C0520804,Accidental Overdose
CID000002244,Aspirin,C1697788,Carbon Monoxide Diffusing Capacity Decreased
CID000002244,Aspirin,C0947881,Lung Infection
CID000002244,Aspirin,C0860020,Hyperplastic Cholecystopathy
CID000002244,Aspirin,C1619692,Nephrogenic Fibrosing Dermopathy
CID000002244,Aspirin,C0021775,Intermittent Claudication
CID000002244,Aspirin,C0155387,Ill-Defined Disorder
CID000002244,Aspirin,C0178417,Anhedonia
CID000002244,Aspirin,C0018834,Dyspepsia
CID000002244,Aspirin,C0856223,Mental Disorder
CID000002244,Aspirin,C0185240,Bone Lesion
CID000002244,Aspirin,C1963786,Quality Of Life Decreased
CID000002244,Aspirin,C2242751,Social Phobia
CID000002244,Aspirin,C0494165,Metastases To Liver
CID000002244,Aspirin,C0579121,Diabetes Mellitus Inadequate Control
CID000002244,Aspirin,C0151889,Hyperreflexia
CID000002244,Aspirin,C0877854,Cerebral Arteriosclerosis
CID000002244,Aspirin,C0241075,Skin Induration
CID000002244,Aspirin,C0006147,Breast Feeding
CID000002244,Aspirin,C0039971,Thirst
CID000002244,Aspirin,C0035400,Reye'S Syndrome
CID000002244,Aspirin,C1536093,Dilatation Atrial
CID000002244,Aspirin,C1697540,Infusion Site Mobility Decreased
CID000002244,Aspirin,C0235283,Tinnitus
CID000002244,Aspirin,C0856305,Stress
CID000002244,Aspirin,C0919597,Fear Of Eating
CID000002244,Aspirin,C0011079,Debridement
CID000002244,Aspirin,C0015459,Face Injury
CID000002244,Aspirin,C0005694,Bladder Neck Obstruction
CID000002244,Aspirin,C0740765,Activities Of Daily Living Impaired
CID000002244,Aspirin,C0019087,Haemorrhagic Diathesis
CID000002244,Aspirin,C0151811,Subcutaneous Nodule
CID000002244,Aspirin,C0852792,Blood Cortisol Decreased
CID000002244,Aspirin,C0235710,Chest Discomfort
CID000002244,Aspirin,C0152965,Staphylococcal Bacteraemia
CID000002244,Aspirin,C0038990,Hyperhidrosis
CID000002244,Aspirin,C0262469,Embolic Stroke
CID000002244,Aspirin,C0188413,Foot Operation
CID000002244,Aspirin,C0079487,Helicobacter Infection
CID000002244,Aspirin,C0086439,Decreased Activity
CID000002244,Aspirin,C1168207,Haemodialysis
CID000002244,Aspirin,C0005937,Bone Cyst
CID000004485,Nifedipine,C0597457,Skeletal Injury
CID000004485,Nifedipine,C0155862,Pneumonia Streptococcal
CID000004485,Nifedipine,C0240318,Mediastinal Mass
CID000004485,Nifedipine,C0231530,Muscle Twitching
CID000004485,Nifedipine,C0577628,Latex Allergy
CID000004485,Nifedipine,C0155910,Pulmonary Congestion
CID000004485,Nifedipine,C0234233,Tenderness
CID000004485,Nifedipine,C0188605,Foot Amputation
CID000004485,Nifedipine,C1096132,Csf Monocyte Count Decreased
CID000004485,Nifedipine,C0340865,Anaphylactoid Reaction
CID000004485,Nifedipine,C0948486,Acquired Oesophageal Web
CID000004485,Nifedipine,C0598608,Hyperhomocysteinaemia
CID000004485,Nifedipine,C0036980,Cardiogenic Shock
CID000004485,Nifedipine,C0080276,Urogenital Disorder
CID000004485,Nifedipine,C0919892,Blood Pressure Inadequately Controlled
CID000004485,Nifedipine,C0549262,Rebound Effect
CID000004485,Nifedipine,C0008522,Choroidal Haemorrhage
CID000004485,Nifedipine,C0340464,Extrasystoles
CID000004485,Nifedipine,C0155003,Blindness Transient
CID000004485,Nifedipine,C0035326,Retinal Vascular Occlusion
CID000004485,Nifedipine,C0424790,Chills
CID000004485,Nifedipine,C1096730,Staphylococcal Infection
CID000004485,Nifedipine,C0947912,Muscular Weakness
CID000004485,Nifedipine,C0151205,Periorbital Oedema
CID000004485,Nifedipine,C3665386,Visual Impairment
CID000004485,Nifedipine,C0580317,Platelet Count Abnormal
CID000004485,Nifedipine,C2830004,Somnolence
CID000004485,Nifedipine,C0860239,Catheter Related Infection
CID000004485,Nifedipine,C0948238,Erectile Dysfunction
CID000004485,Nifedipine,C0152110,Meralgia Paraesthetica
CID000004485,Nifedipine,C1112153,Procedural Complication
CID000004485,Nifedipine,C0235431,Blood Creatinine Increased
CID000004485,Nifedipine,C0277885,Blood Pressure Systolic Decreased
CID000004485,Nifedipine,C0178417,Anhedonia
CID000004485,Nifedipine,C0015402,Eye Haemorrhage
CID000004485,Nifedipine,C1096352,Pancreatic Enlargement
CID000004485,Nifedipine,C1305215,Forearm Fracture
CID000004485,Nifedipine,C0855223,"Hallucinations, Mixed"
CID000004485,Nifedipine,C0852853,Pulmonary Arterial Pressure Increased
CID000004485,Nifedipine,C0853908,Oropharyngeal Swelling
CID000004485,Nifedipine,C0520888,Electrocardiogram T Wave Inversion
CID000004485,Nifedipine,C0234193,Feeling Hot
CID000004485,Nifedipine,C0042075,Urinary Tract Disorder
CID000004485,Nifedipine,C0743525,Enterobacter Sepsis
CID000004485,Nifedipine,C0198667,Adhesion
CID000004485,Nifedipine,C0034074,Pulmonary Infarction
CID000004485,Nifedipine,C0242073,Pulmonary Congestion
CID000004485,Nifedipine,C0521509,Injection Site Induration
CID000004485,Nifedipine,C1167648,Gastrointestinal Infection
CID000004485,Nifedipine,C0333559,Lacunar Infarction
CID000004485,Nifedipine,C1096075,Enterococcal Infection
CID000004485,Nifedipine,C0549209,Feeling Jittery
CID000004485,Nifedipine,C1868718,Coronary Artery Restenosis
CID000004485,Nifedipine,C0158619,Congenital Mitral Valve Incompetence
CID000004485,Nifedipine,C0347621,Haemothorax
CID000004485,Nifedipine,C1536011,Wrong Technique In Drug Usage Process
CID000004485,Nifedipine,C1744601,Heart Rate Abnormal
CID000004485,Nifedipine,C0426576,Gastrointestinal Disorder
CID000004485,Nifedipine,C0238067,Colitis Collagenous
CID000004485,Nifedipine,C0155919,Acute Pulmonary Oedema
CID000004485,Nifedipine,C0547030,Visual Impairment
CID000004485,Nifedipine,C0015397,Disorder Of Globe
CID000004485,Nifedipine,C0189559,Pleurodesis
CID000004485,Nifedipine,C0011946,Dialysis
CID000004485,Nifedipine,C0877248,Adverse Event
CID000004485,Nifedipine,C0023218,Muscle Spasms
CID000004485,Nifedipine,C0019156,Venoocclusive Liver Disease
CID000004485,Nifedipine,C1328409,Propofol Infusion Syndrome
CID000004485,Nifedipine,C0948374,Large Intestinal Ulcer
CID000004485,Nifedipine,C0333355,Mucosal Inflammation
CID000004485,Nifedipine,C0853149,Blood Lactate Dehydrogenase Increased
CID000004485,Nifedipine,C1321581,Bezoar
CID000004485,Nifedipine,C0869219,Speech Disorder
CID000004485,Nifedipine,C0042401,Vasodilation Procedure
CID000004485,Nifedipine,C0919875,Therapy Non-Responder
CID000004485,Nifedipine,C0919874,Post Procedural Haemorrhage
CID000004485,Nifedipine,C0853034,Blood Creatine Phosphokinase Increased
CID000004485,Nifedipine,C0521542,Brain Stem Infarction
CID000004485,Nifedipine,C0853242,Vein Wall Hypertrophy
CID000004485,Nifedipine,C0242350,Erectile Dysfunction
CID000004485,Nifedipine,C0023222,Pain In Extremity
CID000004485,Nifedipine,C1287298,Urine Output
CID000004485,Nifedipine,C0007222,Cardiovascular Disorder
CID000004485,Nifedipine,C0877055,Acute Generalised Exanthematous Pustulosis
CID000004485,Nifedipine,C0856103,Hepatic Function Abnormal
CID000004485,Nifedipine,C0853760,Blood Potassium Increased
CID000004485,Nifedipine,C0853761,Blood Potassium Decreased
CID000004485,Nifedipine,C0521495,Application Site Rash
CID000004485,Nifedipine,C0022650,Nephrolithiasis
CID000004485,Nifedipine,C0577631,Carotid Arteriosclerosis
CID000004485,Nifedipine,C0020580,Hypoaesthesia
CID000004485,Nifedipine,C0028432,Nasal Disorder
CID000004485,Nifedipine,C1141930,Post Procedural Complication
CID000004485,Nifedipine,C1141933,Multi-Organ Disorder
CID000004485,Nifedipine,C0003496,Aortic Rupture
CID000004485,Nifedipine,C0238033,Breast Cancer Male
CID000004485,Nifedipine,C0003492,Coarctation Of The Aorta
CID000004485,Nifedipine,C0034642,Crackles Lung
CID000004485,Nifedipine,C1096497,Csf Neutrophil Count Increased
CID000004485,Nifedipine,C0021053,Immune System Disorder
CID000004485,Nifedipine,C0549453,Traumatic Haematoma
CID000004485,Nifedipine,C0273163,Pancreatic Injury
CID000004485,Nifedipine,C0852911,Blood Alkaline Phosphatase Increased
CID000004485,Nifedipine,C0340909,Arteriovenous Fistula Thrombosis
CID000004485,Nifedipine,C0701825,Mastoiditis
CID000004485,Nifedipine,C0151662,Gamma-Glutamyltransferase Increased
CID000004485,Nifedipine,C0847033,Allergic Oedema
CID000004485,Nifedipine,C0235198,Disturbance In Attention
CID000004485,Nifedipine,C0520863,Diastolic Dysfunction
CID000004485,Nifedipine,C0151691,High Density Lipoprotein Decreased
CID000004485,Nifedipine,C0948713,Bone Erosion
CID000004485,Nifedipine,C0948715,Infusion Related Reaction
CID000004485,Nifedipine,C0876997,Factor Viii Inhibition
CID000004485,Nifedipine,C0085633,Mood Altered
CID000004485,Nifedipine,C0853199,Gastroenteritis Bacillus
CID000004485,Nifedipine,C0856818,Polycythaemia
CID000004485,Nifedipine,C0877156,Coronary Artery Thrombosis
CID000004485,Nifedipine,C0237938,Gastrointestinal Ulcer
CID000004485,Nifedipine,C1412000,Mesenteric Vascular Insufficiency
CID000004485,Nifedipine,C0028961,Oliguria
CID000004485,Nifedipine,C0694541,Hypertensive Cardiomegaly
CID000004485,Nifedipine,C0085641,Rash Pustular
CID000004485,Nifedipine,C0392025,Abdominal Distension
CID000004485,Nifedipine,C0476281,Non-Cardiac Chest Pain
CID000004485,Nifedipine,C0194866,Spermatocele
CID000004485,Nifedipine,C0851353,Blood And Lymphatic System Disorders
CID000004485,Nifedipine,C0948048,Malignant Neoplasm Progression
CID000004485,Nifedipine,C0549418,Urine Flow Decreased
CID000004485,Nifedipine,C1535882,Lower Respiratory Tract Infection Bacterial
CID000004485,Nifedipine,C0241237,Dysstasia
CID000004485,Nifedipine,C0038990,Hyperhidrosis
CID000004485,Nifedipine,C0018834,Dyspepsia
CID000004485,Nifedipine,C0235901,Lacrimal Disorder
CID000004485,Nifedipine,C1167940,Lymphocyte Stimulation Test Positive
CID000004485,Nifedipine,C2363982,Visual Disturbance
CID000004485,Nifedipine,C0521481,Oedema Mucosal
CID000004485,Nifedipine,C1328327,Gastrooesophageal Sphincter Insufficiency
CID000004485,Nifedipine,C1328321,Multiple Drug Overdose Intentional
CID000004485,Nifedipine,C1096142,Anti-Insulin Antibody
CID000004485,Nifedipine,C0700590,Hyperhidrosis
CID000004485,Nifedipine,C0035067,Renal Artery Stenosis
CID000004485,Nifedipine,C1720775,Renal Tubular Necrosis
CID000004485,Nifedipine,C0522172,Feeling Drunk
CID000004485,Nifedipine,C0234022,Anorgasmia
CID000004485,Nifedipine,C0038325,Erythema Multiforme
CID000004485,Nifedipine,C0553686,Brain Herniation
CID000004485,Nifedipine,C0042023,Pollakiuria
CID000004485,Nifedipine,C0435632,Hand Fracture
CID000004485,Nifedipine,C1262018,Transplant Failure
CID000004485,Nifedipine,C0021843,Intestinal Obstruction
CID000004485,Nifedipine,C0392703,Tremor
CID000004485,Nifedipine,C1262150,Vulvar Erosion
CID000004485,Nifedipine,C0546983,Post Concussion Syndrome
CID000004485,Nifedipine,C0948981,"Delusional Disorder, Persecutory Type"
CID000004485,Nifedipine,C0277884,Blood Pressure Systolic Increased
CID000004485,Nifedipine,C0271353,Iiird Nerve Disorder
CID000004485,Nifedipine,C0852879,Pulmonary Alveolar Haemorrhage
CID000004485,Nifedipine,C0853875,Myoglobin Urine Present
CID000004485,Nifedipine,C1112423,Post Procedural Bile Leak
CID000004485,Nifedipine,C0376405,Treatment Noncompliance
CID000004485,Nifedipine,C0277585,Drug Intolerance
CID000004485,Nifedipine,C1328447,Brain Stem Syndrome
CID000004485,Nifedipine,C0264714,Cardiac Failure Acute
CID000004485,Nifedipine,C0264650,Hypertensive Heart Disease
CID000004485,Nifedipine,C0027765,Nervous System Disorder
CID000004485,Nifedipine,C0521849,Drug Interaction
CID000004485,Nifedipine,C0854121,Gastrointestinal Motility Disorder
CID000004485,Nifedipine,C1536093,Dilatation Atrial
CID000004485,Nifedipine,C0150450,Altered State Of Consciousness
CID000004485,Nifedipine,C0151539,Blood Urea Increased
CID000004485,Nifedipine,C0155895,Acute Pulmonary Oedema
CID000004485,Nifedipine,C0520600,Cardio-Respiratory Arrest
CID000004485,Nifedipine,C0549448,Haemoglobin Increased
CID000004485,Nifedipine,C0948008,Ischaemic Stroke
CID000004485,Nifedipine,C0877398,Anaemia Postoperative
CID000004485,Nifedipine,C0037274,Dermatosis
CID000004485,Nifedipine,C0021368,Inflammation
CID000004485,Nifedipine,C0031049,Pericarditis Tuberculous
CID000004485,Nifedipine,C0231856,Breath Sounds Abnormal
CID000004485,Nifedipine,C0549622,Sexual Dysfunction
CID000004485,Nifedipine,C0008372,Cholestasis
CID000004485,Nifedipine,C0919857,Ecg Signs Of Ventricular Hypertrophy
CID000004485,Nifedipine,C0007131,Non-Small Cell Lung Cancer
CID000004485,Nifedipine,C0856546,Cerebral Artery Thrombosis
CID000004485,Nifedipine,C0600142,Menopausal Symptoms
CID000004485,Nifedipine,C0220870,Dizziness
CID000004485,Nifedipine,C0947846,Gastrointestinal Disorder
CID000004485,Nifedipine,C0423791,Rash Maculo-Papular
CID000004485,Nifedipine,C1959797,Allergic Hepatitis
CID000004485,Nifedipine,C0745136,Hypertensive Emergency
CID000004485,Nifedipine,C1112340,Acquired Mitochondrial Dna Mutation
CID000004485,Nifedipine,C0239946,Hepatic Fibrosis
CID000004485,Nifedipine,C0542571,Face Oedema
CID000004485,Nifedipine,C0239935,Haematocrit Increased
CID000004485,Nifedipine,C0016662,Open Fracture
CID000004485,Nifedipine,C0277890,Blood Pressure Diastolic Decreased
CID000004485,Nifedipine,C1963840,Basophil Count Increased
CID000004485,Nifedipine,C0853880,Drug Specific Antibody Present
CID000004485,Nifedipine,C1141954,Allergy To Arthropod Sting
CID000004485,Nifedipine,C0919887,Drug Ineffective
CID000004485,Nifedipine,C0679254,Disease Recurrence
CID000004485,Nifedipine,C0235315,Faeces Discoloured
CID000004485,Nifedipine,C0004936,Mental Disorder
CID000004485,Nifedipine,C0151826,Chest Pain
CID000004485,Nifedipine,C0178324,Vascular Injury
CID000004485,Nifedipine,C0177646,Finger Amputation
CID000004485,Nifedipine,C0017563,Gingival Disorder
CID000004485,Nifedipine,C1869051,Torsade De Pointes
CID000004485,Nifedipine,C0017566,Gingival Hyperplasia
CID000004485,Nifedipine,C1963818,Gastrointestinal Sounds Abnormal
CID000004485,Nifedipine,C0728899,Poisoning
CID000004485,Nifedipine,C0574067,Cough
CID000004485,Nifedipine,C0281967,Retinal Infarction
CID000004485,Nifedipine,C0235031,Neurological Symptom
CID000004485,Nifedipine,C0543697,Cryoglobulinaemia
CID000004485,Nifedipine,C0014804,Erythromelalgia
CID000004485,Nifedipine,C0162830,Photosensitivity Reaction
CID000004485,Nifedipine,C0154774,Endophthalmitis
CID000004485,Nifedipine,C0855333,Electrocardiogram Qt Corrected Interval Prolonged
CID000004485,Nifedipine,C0349757,Arteriovenous Graft Thrombosis
CID000004485,Nifedipine,C0042166,Intermediate Uveitis
CID000004485,Nifedipine,C0085688,Breast Engorgement
CID000004485,Nifedipine,C0872410,Posturing
CID000004485,Nifedipine,C0853643,Concomitant Disease Aggravated
CID000004485,Nifedipine,C0546817,Fluid Overload
CID000004485,Nifedipine,C0852113,Cardiovascular Disorder
CID000004485,Nifedipine,C0577053,Hepatic Lesion
CID000004485,Nifedipine,C0234428,Altered State Of Consciousness
CID000004485,Nifedipine,C0855622,Aspartate Aminotransferase Decreased
CID000004485,Nifedipine,C1619692,Nephrogenic Fibrosing Dermopathy
CID000004485,Nifedipine,C0546884,Hypovolaemia
CID000004485,Nifedipine,C0155652,Acute Myocardial Infarction
CID000004485,Nifedipine,C0750272,Blindness Unilateral
CID000004485,Nifedipine,C0018564,Hand Deformity
CID000004485,Nifedipine,C0023052,Laryngeal Oedema
CID000004485,Nifedipine,C0268855,Bladder Hypertrophy
CID000004485,Nifedipine,C0151905,Alanine Aminotransferase Increased
CID000004485,Nifedipine,C0267792,Hepatobiliary Disease
CID000004485,Nifedipine,C0003838,Arterial Occlusive Disease
CID000004485,Nifedipine,C0007766,Intracranial Aneurysm
CID000004485,Nifedipine,C0854479,Device Failure
CID000004485,Nifedipine,C0236106,Photosensitivity Reaction
CID000004485,Nifedipine,C0151883,Rash Pustular
CID000004485,Nifedipine,C0235467,Angina Pectoris
CID000004485,Nifedipine,C0037384,Snoring
CID000004485,Nifedipine,C0018813,Myocardial Rupture
CID000004485,Nifedipine,C0039971,Thirst
CID000004485,Nifedipine,C0026826,Hypertonia
CID000004485,Nifedipine,C0424295,Agitation
CID000004485,Nifedipine,C2363801,Oxygen Saturation Decreased
CID000004485,Nifedipine,C1697540,Infusion Site Mobility Decreased
CID000004485,Nifedipine,C0085612,Ventricular Arrhythmia
CID000004485,Nifedipine,C0011071,Sudden Death
